r = 0.3,upperCap = 50,,,
185,0.38,0.78,59,9
185,0.38,0.78,60,11
185,0.38,0.78,83,0
185,0.38,0.78,85,28
185,0.38,0.78,97,49
185,0.38,0.78,101,6
185,0.38,0.78,104,25
185,0.38,0.78,109,29
185,0.38,0.78,135,0
185,0.38,0.78,150,38
185,0.38,0.78,162,20
185,0.38,0.78,184,27
185,0.38,0.78,192,1
186,0.5,0.33,0,14
186,0.5,0.33,8,30
186,0.5,0.33,13,35
186,0.5,0.33,22,24
186,0.5,0.33,56,6
186,0.5,0.33,72,40
186,0.5,0.33,73,49
186,0.5,0.33,108,27
186,0.5,0.33,121,2
186,0.5,0.33,135,21
186,0.5,0.33,171,14
186,0.5,0.33,179,8
186,0.5,0.33,192,30
187,0.08,0.11,29,37
187,0.08,0.11,37,47
187,0.08,0.11,38,0
187,0.08,0.11,51,29
187,0.08,0.11,65,41
187,0.08,0.11,66,7
187,0.08,0.11,116,5
187,0.08,0.11,119,7
187,0.08,0.11,169,34
187,0.08,0.11,177,28
188,0.12,0.56,6,49
188,0.12,0.56,13,48
188,0.12,0.56,29,23
188,0.12,0.56,31,38
188,0.12,0.56,51,43
188,0.12,0.56,59,25
188,0.12,0.56,65,41
188,0.12,0.56,76,4
188,0.12,0.56,83,44
188,0.12,0.56,101,13
188,0.12,0.56,104,34
188,0.12,0.56,105,28
188,0.12,0.56,109,10
188,0.12,0.56,119,16
188,0.12,0.56,121,9
188,0.12,0.56,135,1
188,0.12,0.56,142,29
188,0.12,0.56,150,45
188,0.12,0.56,151,9
188,0.12,0.56,170,46
188,0.12,0.56,192,17
188,0.12,0.56,195,47
188,0.12,0.56,196,4
189,0.04,0.7,5,7
189,0.04,0.7,6,1
189,0.04,0.7,19,22
189,0.04,0.7,24,42
189,0.04,0.7,31,7
189,0.04,0.7,35,35
189,0.04,0.7,36,27
189,0.04,0.7,53,38
189,0.04,0.7,59,47
189,0.04,0.7,76,30
189,0.04,0.7,81,39
189,0.04,0.7,83,44
189,0.04,0.7,85,9
189,0.04,0.7,86,32
189,0.04,0.7,88,34
189,0.04,0.7,91,49
189,0.04,0.7,101,36
189,0.04,0.7,104,19
189,0.04,0.7,105,1
189,0.04,0.7,109,19
189,0.04,0.7,110,31
189,0.04,0.7,131,16
189,0.04,0.7,132,6
189,0.04,0.7,134,22
189,0.04,0.7,136,15
189,0.04,0.7,137,48
189,0.04,0.7,142,12
189,0.04,0.7,144,9
189,0.04,0.7,150,39
189,0.04,0.7,151,9
189,0.04,0.7,155,10
189,0.04,0.7,160,14
189,0.04,0.7,170,44
189,0.04,0.7,173,40
189,0.04,0.7,182,32
189,0.04,0.7,188,38
189,0.04,0.7,192,15
189,0.04,0.7,196,36
190,0.26,0.06,4,13
190,0.26,0.06,22,24
190,0.26,0.06,23,11
190,0.26,0.06,30,23
190,0.26,0.06,37,12
190,0.26,0.06,38,2
190,0.26,0.06,39,4
190,0.26,0.06,41,38
190,0.26,0.06,55,32
190,0.26,0.06,56,24
190,0.26,0.06,62,35
190,0.26,0.06,66,15
190,0.26,0.06,75,14
190,0.26,0.06,113,14
190,0.26,0.06,116,20
190,0.26,0.06,119,35
190,0.26,0.06,139,11
190,0.26,0.06,140,34
190,0.26,0.06,141,45
190,0.26,0.06,161,29
190,0.26,0.06,169,39
190,0.26,0.06,175,20
190,0.26,0.06,176,25
190,0.26,0.06,177,28
190,0.26,0.06,183,47
190,0.26,0.06,187,19
190,0.26,0.06,198,11
191,0.47,0.45,0,1
191,0.47,0.45,3,26
191,0.47,0.45,5,21
191,0.47,0.45,6,28
191,0.47,0.45,8,49
191,0.47,0.45,11,34
191,0.47,0.45,12,39
191,0.47,0.45,13,38
191,0.47,0.45,16,25
191,0.47,0.45,18,26
191,0.47,0.45,21,16
191,0.47,0.45,22,7
191,0.47,0.45,35,37
191,0.47,0.45,41,46
191,0.47,0.45,47,41
191,0.47,0.45,49,22
191,0.47,0.45,57,11
191,0.47,0.45,64,12
191,0.47,0.45,72,42
191,0.47,0.45,73,38
191,0.47,0.45,75,48
191,0.47,0.45,78,20
191,0.47,0.45,80,27
191,0.47,0.45,96,3
191,0.47,0.45,100,24
191,0.47,0.45,106,10
191,0.47,0.45,108,12
191,0.47,0.45,109,0
191,0.47,0.45,115,28
191,0.47,0.45,121,25
191,0.47,0.45,135,45
191,0.47,0.45,143,11
191,0.47,0.45,146,33
191,0.47,0.45,148,2
191,0.47,0.45,161,33
191,0.47,0.45,165,41
191,0.47,0.45,171,26
191,0.47,0.45,175,49
191,0.47,0.45,180,13
191,0.47,0.45,186,28
191,0.47,0.45,192,34
191,0.47,0.45,193,29
191,0.47,0.45,199,32
192,0.28,0.53,29,32
192,0.28,0.53,196,44
193,0.7,0.43,0,32
193,0.7,0.43,8,48
193,0.7,0.43,11,2
193,0.7,0.43,16,4
193,0.7,0.43,21,25
193,0.7,0.43,27,42
193,0.7,0.43,54,47
193,0.7,0.43,57,12
193,0.7,0.43,72,9
193,0.7,0.43,73,0
193,0.7,0.43,82,7
193,0.7,0.43,89,48
193,0.7,0.43,95,49
193,0.7,0.43,100,10
193,0.7,0.43,103,15
193,0.7,0.43,108,19
193,0.7,0.43,117,40
193,0.7,0.43,120,49
193,0.7,0.43,124,26
193,0.7,0.43,127,27
193,0.7,0.43,159,36
193,0.7,0.43,164,41
193,0.7,0.43,171,26
193,0.7,0.43,179,28
193,0.7,0.43,181,45
193,0.7,0.43,186,8
194,0.57,0.08,8,23
194,0.57,0.08,20,35
194,0.57,0.08,22,20
194,0.57,0.08,41,22
194,0.57,0.08,56,3
194,0.57,0.08,57,35
194,0.57,0.08,72,12
194,0.57,0.08,73,41
194,0.57,0.08,78,22
194,0.57,0.08,93,13
194,0.57,0.08,106,9
194,0.57,0.08,108,3
194,0.57,0.08,114,2
194,0.57,0.08,118,45
194,0.57,0.08,129,35
194,0.57,0.08,141,3
194,0.57,0.08,145,2
194,0.57,0.08,161,15
194,0.57,0.08,175,22
194,0.57,0.08,178,31
194,0.57,0.08,186,7
194,0.57,0.08,199,8
195,0.02,0.38,29,14
195,0.02,0.38,37,45
195,0.02,0.38,51,47
195,0.02,0.38,55,48
195,0.02,0.38,65,13
195,0.02,0.38,76,44
195,0.02,0.38,105,15
195,0.02,0.38,109,23
195,0.02,0.38,119,48
195,0.02,0.38,151,30
195,0.02,0.38,177,30
195,0.02,0.38,187,23
195,0.02,0.38,196,26
196,0.03,0.6,-,-
197,0.39,0.89,1,22
197,0.39,0.89,34,47
197,0.39,0.89,35,16
197,0.39,0.89,44,6
197,0.39,0.89,47,29
197,0.39,0.89,49,44
197,0.39,0.89,60,20
197,0.39,0.89,63,5
197,0.39,0.89,64,31
197,0.39,0.89,69,6
197,0.39,0.89,85,34
197,0.39,0.89,88,7
197,0.39,0.89,97,44
197,0.39,0.89,101,11
197,0.39,0.89,104,40
197,0.39,0.89,110,24
197,0.39,0.89,122,24
197,0.39,0.89,128,3
197,0.39,0.89,132,44
197,0.39,0.89,137,35
197,0.39,0.89,153,40
197,0.39,0.89,160,37
197,0.39,0.89,162,17
197,0.39,0.89,168,1
197,0.39,0.89,184,29
197,0.39,0.89,185,4
198,0.36,0.28,3,24
198,0.36,0.28,4,23
198,0.36,0.28,5,40
198,0.36,0.28,6,47
198,0.36,0.28,8,48
198,0.36,0.28,11,31
198,0.36,0.28,13,36
198,0.36,0.28,16,0
198,0.36,0.28,18,40
198,0.36,0.28,22,2
198,0.36,0.28,23,7
198,0.36,0.28,30,2
198,0.36,0.28,41,12
198,0.36,0.28,50,11
198,0.36,0.28,55,29
198,0.36,0.28,56,49
198,0.36,0.28,57,42
198,0.36,0.28,62,13
198,0.36,0.28,65,12
198,0.36,0.28,66,39
198,0.36,0.28,75,2
198,0.36,0.28,78,0
198,0.36,0.28,84,15
198,0.36,0.28,96,16
198,0.36,0.28,100,15
198,0.36,0.28,106,42
198,0.36,0.28,108,27
198,0.36,0.28,116,16
198,0.36,0.28,119,13
198,0.36,0.28,121,45
198,0.36,0.28,135,19
198,0.36,0.28,141,46
198,0.36,0.28,146,9
198,0.36,0.28,161,36
198,0.36,0.28,171,46
198,0.36,0.28,175,15
198,0.36,0.28,177,28
198,0.36,0.28,183,3
198,0.36,0.28,186,40
198,0.36,0.28,191,9
198,0.36,0.28,192,6
198,0.36,0.28,194,21
198,0.36,0.28,199,0
199,0.57,0.28,0,36
199,0.57,0.28,8,22
199,0.57,0.28,11,23
199,0.57,0.28,16,2
199,0.57,0.28,20,17
199,0.57,0.28,21,12
199,0.57,0.28,22,25
199,0.57,0.28,27,36
199,0.57,0.28,56,12
199,0.57,0.28,57,16
199,0.57,0.28,72,37
199,0.57,0.28,73,10
199,0.57,0.28,89,30
199,0.57,0.28,100,31
199,0.57,0.28,103,41
199,0.57,0.28,108,36
199,0.57,0.28,114,9
199,0.57,0.28,118,28
199,0.57,0.28,121,7
199,0.57,0.28,135,48
199,0.57,0.28,141,49
199,0.57,0.28,161,49
199,0.57,0.28,171,28
199,0.57,0.28,178,5
199,0.57,0.28,179,35
199,0.57,0.28,186,14
199,0.57,0.28,193,11
Source node:,40,,,
Sink node:,28,,,
